개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
3010000,3010000-103-1994-02294,19940603,,03,폐업,02,폐업,20001223,,,,02,53.60,100450,서울특별시 중구 신당동 20-1번지 ,,,민속단란주점,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,,,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,53.6,,,
3010000,3010000-103-1994-02295,19940616,,03,폐업,02,폐업,20110330,,,,0202668939,119.08,100855,서울특별시 중구 장충동2가 186-30번지 ,,,연인,2011-04-05 14:45:16,I,2018-08-31 23:59:59.0,단란주점,,,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,119.08,,,
3010000,3010000-103-1994-02296,19940616,,03,폐업,02,폐업,19960227,,,,0202732488,114.35,100195,서울특별시 중구 을지로5가 273-10번지 ,,,신바람,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,200076.191353166    ,451573.862431729    ,단란주점,0,0,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,114.35,,,
3010000,3010000-103-1994-02297,19940622,,03,폐업,02,폐업,20110330,,,,0203926463,25.80,100858,서울특별시 중구 중림동 129-34번지 ,,,은정,2011-04-05 14:45:42,I,2018-08-31 23:59:59.0,단란주점,197187.67635138     ,450603.410703543    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,25.8,,,
3010000,3010000-103-1994-02298,19940624,,03,폐업,02,폐업,20000429,,,,02 3181929,109.29,100080,서울특별시 중구 북창동 104-0번지 ,,,사파리,2000-04-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,197986.895692742    ,451089.662576161    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,109.29,,,
3010000,3010000-103-1994-02300,19940428,,03,폐업,02,폐업,20021212,,,,02,62.81,100180,서울특별시 중구 다동 162-1번지 ,,,티엠티,2002-03-07 00:00:00,I,2018-08-31 23:59:59.0,단란주점,,,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,62.81,,,
3010000,3010000-103-1994-02302,19940308,,03,폐업,02,폐업,20150526,,,,0207530701,41.58,100053,서울특별시 중구 회현동3가 10번지 ,서울특별시 중구 퇴계로14길 1 (회현동3가),04631,뉴오리엔탈,2002-02-21 00:00:00,I,2018-08-31 23:59:59.0,단란주점,198491.235028989    ,450895.855106921    ,단란주점,0,0,기타,갑,상수도전용,,,,,,,,,N,41.58,,,
3010000,3010000-103-1994-02303,19940321,,03,폐업,02,폐업,20020927,,,,02 3193193,68.26,100080,서울특별시 중구 북창동 67-0번지 ,,,벤츠,2002-06-07 00:00:00,I,2018-08-31 23:59:59.0,단란주점,197940.656995614    ,451160.157863626    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,68.26,,,
3010000,3010000-103-1994-02304,19940325,,01,영업/정상,01,영업,,,,,0222384722,126.44,100826,서울특별시 중구 신당동 340-77,서울특별시 중구 다산로 156 (신당동),04590,투썸,2022-07-04 10:20:24,U,2021-12-07 00:06:00.0,단란주점,201032.743203349,450590.36347365,,,,,,,,,,,,,,,,,,,
3010000,3010000-103-1994-02305,19940328,,03,폐업,02,폐업,20180411,,,,02 2524433,66.60,100879,서울특별시 중구 흥인동 97-1번지 ,서울특별시 중구 퇴계로 407 (흥인동),04570,쎄리,2018-04-11 16:42:18,I,2018-08-31 23:59:59.0,단란주점,201421.721381796    ,451479.041523361    ,단란주점,,,,,,,,,,,,,,N,66.6,,,
3010000,3010000-103-1994-02306,19940329,,03,폐업,02,폐업,19941015,,,,0200000000,118.80,100842,서울특별시 중구 을지로1가 42-0번지 ,,,에뜨랑제,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,198185.76830634     ,451601.063727086    ,단란주점,1,2,기타,자율,상수도전용,,,,,,,,,N,118.8,,,
3010000,3010000-103-1994-02307,19940329,,03,폐업,02,폐업,20000712,,,,0222382680,117.92,100819,서울특별시 중구 신당동 120-1번지 ,,,비너스,2000-07-13 00:00:00,I,2018-08-31 23:59:59.0,단란주점,201519.03893724     ,451449.286400167    ,단란주점,0,0,기타,갑,상수도전용,,,,,,,,,N,117.92,,,
3010000,3010000-103-1994-02308,19940330,,03,폐업,02,폐업,20100308,,,,02,46.80,100861,서울특별시 중구 충무로2가 60-4번지 ,,,그린 단란주점,2007-05-03 00:00:00,I,2018-08-31 23:59:59.0,단란주점,198930.191537309    ,451058.330667751    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,46.8,,,
3010000,3010000-103-1994-02309,19940331,,03,폐업,02,폐업,19990407,,,,021348,44.28,100080,서울특별시 중구 북창동 94-7번지 ,,,주주클럽,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,197993.293923247    ,451119.058274367    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,44.28,,,
3010000,3010000-103-1994-02310,19940404,,03,폐업,02,폐업,20010104,,,,02   0,92.56,100819,서울특별시 중구 신당동 140-30번지 ,,,영혜,2001-01-04 00:00:00,I,2018-08-31 23:59:59.0,단란주점,201744.084427928    ,451439.065090781    ,단란주점,0,0,기타,을,상수도전용,,,,,,,,,N,92.56,,,
3010000,3010000-103-1994-02311,19940411,,03,폐업,02,폐업,19990901,,,,0222757628,146.68,100411,서울특별시 중구 광희동1가 182-21번지 ,,,도이치,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,200523.291875424    ,451462.625533766    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,146.68,,,
3010000,3010000-103-1994-02312,19940412,,03,폐업,02,폐업,19991206,,,,02 2372535,148.42,100834,서울특별시 중구 신당동 381-8번지 ,,,봉쥬르,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,200846.83783516     ,450376.322126299    ,단란주점,0,0,기타,을,상수도전용,,,,,,,,,N,148.42,,,
3010000,3010000-103-1994-02316,19940419,,03,폐업,02,폐업,19950117,,,,0202670350,114.50,100391,서울특별시 중구 장충동1가 7-1번지 ,,,열린세상,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,200487.622183519    ,451223.182651984    ,단란주점,1,1,기타,기타,상수도전용,,,,,,,,,N,114.5,,,
3010000,3010000-103-1994-02317,19940423,,01,영업/정상,01,영업,,,,,0207527949,86.00,100876,서울특별시 중구 회현동2가 15-1번지 ,,,아시아나,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,,,단란주점,0,0,기타,을,상수도전용,,,,,,,,,N,86,,,
3010000,3010000-103-1994-02318,19940115,,03,폐업,02,폐업,19980618,,,,02 3180559,29.40,100080,서울특별시 중구 북창동 13-3번지 ,,,영영,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,,,단란주점,0,0,기타,자율,상수도전용,,,,,,,,,N,29.4,,,
3010000,3010000-103-1994-02319,19940115,,03,폐업,02,폐업,19950515,,,,02 7763694,149.52,100210,서울특별시 중구 수하동 39-2번지 ,,,상류사회,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,198552.143967567    ,451688.701305479    ,단란주점,0,0,기타,갑,상수도전용,,,,,,,,,N,149.52,,,
3010000,3010000-103-1994-02320,19940121,,03,폐업,02,폐업,20000628,,,,02   0,61.31,100872,서울특별시 중구 회현동1가 15-11번지 ,,,삼삼구구,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,,,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,61.31,,,
3010000,3010000-103-1994-02321,19940124,,03,폐업,02,폐업,19940416,,,,0203122737,98.33,100808,서울특별시 중구 만리동1가 51-1번지 ,,,호프단란주점,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,197118.982921493    ,450533.253226771    ,단란주점,0,0,기타,자율,상수도전용,,,,,,,,,N,98.33,,,
3010000,3010000-103-1994-02323,19940127,,03,폐업,02,폐업,20000608,,,,02   0,38.85,100015,서울특별시 중구 충무로5가 59-1번지 ,,,백궁,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,,,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,38.85,,,
3010000,3010000-103-1994-02324,19940131,,01,영업/정상,01,영업,,,,,027549611,137.30,100865,서울특별시 중구 태평로2가 331-0번지 ,서울특별시 중구 서소문로 134-5 (태평로2가),04514,직장인을위한국민노래밤,2016-01-05 16:29:12,I,2018-08-31 23:59:59.0,단란주점,197811.951911101    ,451240.639509593    ,단란주점,,,,,,,,,,,,,,N,137.3,,,
3010000,3010000-103-1994-02325,19940131,,03,폐업,02,폐업,20010322,,,,02,52.17,100070,서울특별시 중구 소공동 112-36번지 ,,,연가,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,198128.106223388    ,451245.914699635    ,단란주점,0,0,기타,자율,상수도전용,,,,,,,,,N,52.17,,,
3010000,3010000-103-1994-02326,19940202,,03,폐업,02,폐업,20090102,,,,0222542205,129.06,100450,서울특별시 중구 신당동 53-0번지 ,,,신라,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,,,단란주점,0,0,기타,을,상수도전용,,,,,,,,,N,129.06,,,
3010000,3010000-103-1994-02327,19940202,,03,폐업,02,폐업,20110330,,,,0202378247,63.58,100824,서울특별시 중구 신당동 292-126번지 ,,,힛트,2011-04-05 14:27:17,I,2018-08-31 23:59:59.0,단란주점,201249.088300047    ,451153.234315356    ,단란주점,0,0,기타,을,상수도전용,,,,,,,,,N,63.58,,,
3010000,3010000-103-1994-02328,19940207,,03,폐업,02,폐업,19990611,,,,0222639106,74.56,100272,서울특별시 중구 필동2가 32-11번지 ,,,랑데뷰,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,199591.342211266    ,451003.369410638    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,74.56,,,
3010000,3010000-103-1994-02329,19940207,,03,폐업,02,폐업,19980107,,,,02 7754654,55.06,100080,서울특별시 중구 북창동 71-1번지 ,,,보스,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,197961.659890032    ,451119.708740195    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,55.06,,,
3010000,3010000-103-1994-02330,19940223,,03,폐업,02,폐업,20080506,,,,0207552338,57.30,100874,서울특별시 중구 회현동1가 185-2번지 ,,,예전,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,198152.671298341    ,450753.48481139     ,단란주점,0,1,기타,자율,상수도전용,,,,,,,,,N,57.3,,,
3010000,3010000-103-1994-02331,19940303,,03,폐업,02,폐업,19971216,,,,02 7571616,36.91,100170,서울특별시 중구 무교동 10-2번지 ,,,롱,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,198134.879313214    ,451776.823525084    ,단란주점,1,2,기타,자율,상수도전용,,,,,,,,,N,36.91,,,
3010000,3010000-103-1994-02332,19940303,,03,폐업,02,폐업,20100924,,,,0222771329,45.55,100272,서울특별시 중구 필동2가 16-13번지 ,,,시네마단란주점,2001-08-23 00:00:00,I,2018-08-31 23:59:59.0,단란주점,199446.093156621    ,450980.022396922    ,단란주점,1,1,기타,기타,상수도전용,,,,,,,,,N,45.55,,,
3010000,3010000-103-1994-02333,19940304,,03,폐업,02,폐업,20100706,,,,0222339869,33.05,100869,서울특별시 중구 황학동 737-0번지 ,,,오빠(O Bar),2008-08-06 11:13:15,I,2018-08-31 23:59:59.0,단란주점,201585.646021087    ,451516.994656249    ,단란주점,,,,,,,,,,,,,,N,33.05,,,
3010000,3010000-103-1994-02334,19940305,,03,폐업,02,폐업,20050331,,,,02 3198768,75.36,100031,서울특별시 중구 저동1가 90-6번지 ,,,죠이,2003-05-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,,,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,75.36,,,
3010000,3010000-103-1994-02350,19940106,,03,폐업,02,폐업,20070323,,,,0222532268,75.42,100871,서울특별시 중구 황학동 2509-0번지 ,,,흥부박,2004-04-28 00:00:00,I,2018-08-31 23:59:59.0,단란주점,,,단란주점,0,0,기타,자율,상수도전용,,,,,,,,,N,75.42,,,
3010000,3010000-103-1994-02351,19940114,,03,폐업,02,폐업,20020110,,,,0207553177,35.18,100094,서울특별시 중구 남대문로4가 20-14번지 ,,,오아시스,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,197851.601870443    ,450895.994297599    ,단란주점,0,0,기타,자율,상수도전용,,,,,,,,,N,35.18,,,
3010000,3010000-103-1994-02356,19940217,,03,폐업,02,폐업,20110105,,,,0202524787,110.95,100856,서울특별시 중구 장충동2가 200-1번지 ,,,아랑벗티,2008-01-02 16:36:59,I,2018-08-31 23:59:59.0,단란주점,200608.411540708    ,450645.383393749    ,단란주점,,,,,,,,,,,,,,N,110.95,,,
3010000,3010000-103-1995-02169,19951211,,03,폐업,02,폐업,19990419,,,,02 7767407,65.10,100080,서울특별시 중구 북창동 19-3번지 ,,,탈렌트,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,197913.805775016    ,451155.417504868    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,65.1,,,
3010000,3010000-103-1995-02170,19951215,,01,영업/정상,01,영업,,,,,0222352111,105.69,100420,서울특별시 중구 무학동 65번지 지하1층 ,서울특별시 중구 다산로39길 19, 지하1층 (무학동),04611,로얄노래타운,2016-06-27 10:21:44,I,2018-08-31 23:59:59.0,단란주점,201238.604017004    ,451346.197372186    ,단란주점,,,,,,,,,,,,,,N,105.69,,,
3010000,3010000-103-1995-02171,19951213,,03,폐업,02,폐업,19980728,,,,02 2687111,48.95,100260,서울특별시 중구 남학동 13-2번지 ,,,아스토리아단란주점,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,199161.113140526    ,450949.233944936    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,48.95,,,
3010000,3010000-103-1995-02172,19951229,,03,폐업,02,폐업,19981019,,,,02   0,96.00,100021,서울특별시 중구 명동1가 6-3번지 ,,,로얄살루트,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,198662.073220851    ,451337.206272624    ,단란주점,0,0,기타,자율,상수도전용,,,,,,,,,N,96,,,
3010000,3010000-103-1995-02189,19951201,,01,영업/정상,01,영업,,,,,02 2670350,116.18,100855,서울특별시 중구 장충동2가 7-1번지 ,서울특별시 중구 퇴계로56길 51 (장충동2가),04616,수 노래팡팡,2018-10-26 11:21:02,U,2018-10-28 02:37:11.0,단란주점,200435.423983612    ,451035.466162574    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,116.18,,,
3010000,3010000-103-1995-02190,19951206,,03,폐업,02,폐업,19990305,,,,02,58.37,100013,서울특별시 중구 충무로3가 57-2번지 ,,,팡팡,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,199218.867645662    ,451130.354950462    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,58.37,,,
3010000,3010000-103-1995-02191,19951206,,03,폐업,02,폐업,19970519,,,,02 3186991,127.36,100080,서울특별시 중구 북창동 18-1번지 ,,,팡팡,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,197963.526700487    ,451212.799639118    ,단란주점,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,127.36,,,
3010000,3010000-103-1995-02192,19950814,,03,폐업,02,폐업,19960105,,,,02 7525043,118.03,100080,서울특별시 중구 북창동 118-0번지 ,,,호호단란주점,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,197958.262545842    ,451056.146350148    ,단란주점,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,118.03,,,
3010000,3010000-103-1995-02193,19950814,,03,폐업,02,폐업,19990701,,,,0222754233,29.06,100863,서울특별시 중구 충무로4가 32-2번지 ,,,샤갈,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,199603.540620485    ,451144.790086637    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,29.06,,,
3010000,3010000-103-1995-02194,19950901,,03,폐업,02,폐업,20100205,,,,02   0,145.80,100180,서울특별시 중구 다동 190-0번지 ,,,하와이,2006-10-24 00:00:00,I,2018-08-31 23:59:59.0,단란주점,,,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,145.8,,,
3010000,3010000-103-1995-02195,19950831,,03,폐업,02,폐업,20000212,,,,02 7552657,57.54,100080,서울특별시 중구 북창동 85-0번지 ,,,빠삐용,2001-03-13 00:00:00,I,2018-08-31 23:59:59.0,단란주점,198013.079298434    ,451164.264014442    ,단란주점,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,57.54,,,
3010000,3010000-103-1995-02196,19950906,,01,영업/정상,01,영업,,,,,0222356785,101.51,100420,서울특별시 중구 무학동 33-0번지 ,서울특별시 중구 퇴계로76길 30 (무학동),04611,짱 7080,2020-06-19 14:25:05,U,2020-06-21 02:40:00.0,단란주점,201273.583841574    ,451300.026148291    ,단란주점,,,,,,,,,,,,,,N,101.51,,,
3010000,3010000-103-1995-02197,19950906,,01,영업/정상,01,영업,,,,,02 7528463,140.58,100080,서울특별시 중구 북창동 10-4번지 삼흥빌딩 지하1층 ,서울특별시 중구 남대문로5길 47, 삼흥빌딩 지하1층 (북창동),04526,티파니노래팡,2018-05-09 09:42:37,I,2018-08-31 23:59:59.0,단란주점,198044.665371237    ,451236.63468171     ,단란주점,,,,,,,,,,,,,,N,140.58,,,
3010000,3010000-103-1995-02198,19950915,,03,폐업,02,폐업,19960312,,,,02 7763720,74.31,100080,서울특별시 중구 북창동 18-7번지 ,,,황제,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,197960.886516839    ,451200.039859333    ,단란주점,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,74.31,,,
3010000,3010000-103-1995-02199,19950920,,03,폐업,02,폐업,19971020,,,,02 7521454,106.64,100080,서울특별시 중구 북창동 20-2번지 ,,,클레오파트라,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,197922.915700535    ,451101.900532293    ,단란주점,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,106.64,,,
3010000,3010000-103-1995-02200,19951103,,03,폐업,02,폐업,19990928,,,,0222631266,39.00,100330,서울특별시 중구 주교동 189-1번지 ,,,모두모두,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,199774.132522913    ,451694.28947648     ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,39,,,
3010000,3010000-103-1995-02201,19951024,,03,폐업,02,폐업,19980123,,,,02 3190889,39.84,100845,서울특별시 중구 을지로2가 199-58번지 ,,,재즈,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,198455.495014106    ,451360.795584007    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,39.84,,,
3010000,3010000-103-1995-02202,19951026,,01,영업/정상,01,영업,,,,,0222749836,47.47,100300,서울특별시 중구 초동 21-12번지 ,서울특별시 중구 을지로14길 28 (초동),04550,안나,2014-10-29 09:02:48,I,2018-08-31 23:59:59.0,단란주점,199230.890676183    ,451412.731252711    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,47.47,,,
3010000,3010000-103-1995-02203,19951027,,03,폐업,02,폐업,20000302,,,,02   0,144.52,100080,서울특별시 중구 북창동 35-0번지 ,,,도심영상가요,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,197987.671414294    ,451247.299356748    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,144.52,,,
3010000,3010000-103-1995-02204,19951031,,01,영업/정상,01,영업,,,,,,144.38,100021,서울특별시 중구 명동1가 34-1,서울특별시 중구 명동9길 13 (명동1가),04534,앤디,2022-04-21 15:53:48,U,2021-12-03 22:03:00.0,단란주점,198586.022912056,451347.316184832,,,,,,,,,,,,,,,,,,,
3010000,3010000-103-1995-02206,19951107,,03,폐업,02,폐업,20100419,,,,0222348677,42.39,100823,서울특별시 중구 신당동 247-74번지 ,,,로얄투노래주점,2005-09-14 00:00:00,I,2018-08-31 23:59:59.0,단란주점,201224.573908809    ,451362.955810954    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,42.39,,,
3010000,3010000-103-1995-02207,19951113,,03,폐업,02,폐업,20011231,,,,0222681358,61.78,100032,서울특별시 중구 저동2가 76-0번지 ,,,영찬단란주점,2001-11-26 00:00:00,I,2018-08-31 23:59:59.0,단란주점,199024.469471635    ,451432.999932684    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,61.78,,,
3010000,3010000-103-1995-02208,19950707,,03,폐업,02,폐업,20021211,,,,0222761020,64.00,100845,서울특별시 중구 을지로2가 148-1번지 ,,,외성,2001-09-17 00:00:00,I,2018-08-31 23:59:59.0,단란주점,,,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,64,,,
3010000,3010000-103-1995-02209,19950718,,03,폐업,02,폐업,19970501,,,,02 2643555,113.06,100855,서울특별시 중구 장충동2가 4-3번지 ,,,그레이스,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,200446.244902305    ,451052.021834565    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,113.06,,,
3010000,3010000-103-1995-02210,19950719,,03,폐업,02,폐업,19960617,,,,02 2775173,40.14,100310,서울특별시 중구 오장동 139-5번지 ,,,다사랑,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,200120.682920771    ,451400.785692972    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,40.14,,,
3010000,3010000-103-1995-02211,19950720,,03,폐업,02,폐업,19990805,,,,02 7382248,61.18,100101,서울특별시 중구 태평로1가 29-1번지 ,,,윙크,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,198000.967176821    ,451745.025547093    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,61.18,,,
3010000,3010000-103-1995-02212,19950804,,03,폐업,02,폐업,20090130,,,,02 2344655,50.35,100824,서울특별시 중구 신당동 292-72번지 ,,,금강,2002-07-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,201273.694367641    ,451207.31987784     ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,50.35,,,
3010000,3010000-103-1995-02213,19950728,,03,폐업,02,폐업,20110330,,,,02 2636967,107.52,100310,서울특별시 중구 오장동 148-19번지 ,,,대몽,2011-04-05 14:28:06,I,2018-08-31 23:59:59.0,단란주점,200067.55769401     ,451391.93131654     ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,107.52,,,
3010000,3010000-103-1995-02215,19950523,,01,영업/정상,01,영업,,,,,0222538869,53.62,100819,서울특별시 중구 신당동 110-13번지 ,서울특별시 중구 다산로44길 11 (신당동),04577,프라다,2014-08-19 10:00:43,I,2018-08-31 23:59:59.0,단란주점,201484.210314895    ,451415.962914152    ,단란주점,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,53.62,,,
3010000,3010000-103-1995-02216,19950530,,03,폐업,02,폐업,19970801,,,,02 7787559,82.50,100080,서울특별시 중구 북창동 18-9번지 ,,,유고미고,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,197943.503340844    ,451186.90197244     ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,82.5,,,
3010000,3010000-103-1995-02217,19950601,,03,폐업,02,폐업,20141203,,,,02,102.18,100080,서울특별시 중구 북창동 11-6번지 ,서울특별시 중구 세종대로16길 23 (북창동),04526,티파니,2002-07-23 00:00:00,I,2018-08-31 23:59:59.0,단란주점,198011.488867194    ,451232.710822308    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,102.18,,,
3010000,3010000-103-1995-02218,19950607,,03,폐업,02,폐업,20220421,,,,02 2542270,89.94,100871,서울특별시 중구 황학동 1612-0,서울특별시 중구 난계로17길 3 (황학동),04574,봉봉,2022-04-21 11:35:02,U,2021-12-03 22:03:00.0,단란주점,201971.734332621,451882.53103038,,,,,,,,,,,,,,,,,,,
3010000,3010000-103-1995-02219,19950612,,03,폐업,02,폐업,19960418,,,,02 2631078,81.67,100013,서울특별시 중구 충무로3가 25-1번지 ,,,3번지,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,199226.584598475    ,451192.541649487    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,81.67,,,
3010000,3010000-103-1995-02220,1995-06-13,,01,영업/정상,01,영업,,,,,0222657888,139.79,100-855,서울특별시 중구 장충동2가 188-8 지하1층,서울특별시 중구 동호로24길 19-21 (장충동2가, 지하1층),04617,마인,2023-02-20 15:17:32,U,2022-12-01 22:02:00.0,단란주점,200360.08991283,450863.333926625,,,,,,,,,,,,,,,,,,,
3010000,3010000-103-1995-02221,19950613,,01,영업/정상,01,영업,,,,,02 3924900,97.04,100858,서울특별시 중구 중림동 128-33번지 ,서울특별시 중구 청파로 433 (중림동),04507,카르멘가요주점,2013-06-11 16:09:08,I,2018-08-31 23:59:59.0,단란주점,197196.803121197    ,450663.706520835    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,97.04,,,
3010000,3010000-103-1995-02222,19950619,,01,영업/정상,01,영업,,,,,0222330332,98.23,100420,서울특별시 중구 무학동 22-0번지 ,서울특별시 중구 다산로 225 (무학동),04611,라이브노래타운,2016-11-10 09:27:29,I,2018-08-31 23:59:59.0,단란주점,201287.090009249    ,451234.946234972    ,단란주점,,,,,,,,,,,,,,N,98.23,,,
3010000,3010000-103-1995-02223,19950628,,03,폐업,02,폐업,19990816,,,,0222541208,59.01,100420,서울특별시 중구 무학동 48-0번지 ,,,아우디,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,201242.347410344    ,451362.987487995    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,59.01,,,
3010000,3010000-103-1995-02224,19950629,,03,폐업,02,폐업,19980429,,,,02 7757774,80.59,100180,서울특별시 중구 다동 114-0번지 ,,,슈퍼맨,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,198342.279092973    ,451614.068606022    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,80.59,,,
3010000,3010000-103-1995-02225,19950703,,03,폐업,02,폐업,19960515,,,,02 2638387,55.60,100411,서울특별시 중구 광희동1가 187-2번지 ,,,스칼렛,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,단란주점,200511.769995529    ,451411.725370173    ,단란주점,0,0,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,55.6,,,
3010000,3010000-103-1995-02226,19950703,,03,폐업,02,폐업,20060511,,,,02 7531660,147.38,100080,서울특별시 중구 북창동 102-1번지 ,,,썬비지니스,2005-04-12 00:00:00,I,2018-08-31 23:59:59.0,단란주점,197955.763199653    ,451087.988804795    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,147.38,,,
3010000,3010000-103-1995-02227,19950704,,03,폐업,02,폐업,20000520,,,,02 7778877,100.01,100170,서울특별시 중구 무교동 21-3번지 ,,,뉴서울,2000-05-22 00:00:00,I,2018-08-31 23:59:59.0,단란주점,198109.617344821    ,451640.773996802    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,100.01,,,
